teams,round,Player,disposals,odds,home,away
hawthorn v st-kilda,R20,lachlan bramble,To Get 20 or More Disposals,1.96,HAW,STK
hawthorn v st-kilda,R20,blake hardwick,To Get 20 or More Disposals,1.99,HAW,STK
hawthorn v st-kilda,R20,chad wingard,To Get 20 or More Disposals,2.70,HAW,STK
hawthorn v st-kilda,R20,cam mackenzie,To Get 20 or More Disposals,3.40,HAW,STK
hawthorn v st-kilda,R20,sam frost,To Get 20 or More Disposals,4.30,HAW,STK
hawthorn v st-kilda,R20,lloyd meek,To Get 20 or More Disposals,8.50,HAW,STK
hawthorn v st-kilda,R20,mitch lewis,To Get 20 or More Disposals,8.50,HAW,STK
hawthorn v st-kilda,R20,finn maginness,To Get 20 or More Disposals,9.00,HAW,STK
hawthorn v st-kilda,R20,brad crouch,To Get 20 or More Disposals,1.08,HAW,STK
hawthorn v st-kilda,R20,jack steele,To Get 20 or More Disposals,1.16,HAW,STK
hawthorn v st-kilda,R20,nasiah wanganeen-milera,To Get 20 or More Disposals,1.19,HAW,STK
hawthorn v st-kilda,R20,marcus windhager,To Get 20 or More Disposals,1.29,HAW,STK
hawthorn v st-kilda,R20,mason wood,To Get 20 or More Disposals,1.65,HAW,STK
hawthorn v st-kilda,R20,callum wilkie,To Get 20 or More Disposals,1.76,HAW,STK
hawthorn v st-kilda,R20,zak jones,To Get 20 or More Disposals,1.90,HAW,STK
hawthorn v st-kilda,R20,rowan marshall,To Get 20 or More Disposals,2.18,HAW,STK
hawthorn v st-kilda,R20,jack billings,To Get 20 or More Disposals,2.25,HAW,STK
hawthorn v st-kilda,R20,hunter clark,To Get 20 or More Disposals,2.30,HAW,STK
hawthorn v st-kilda,R20,ryan byrnes,To Get 20 or More Disposals,2.65,HAW,STK
hawthorn v st-kilda,R20,liam stocker,To Get 20 or More Disposals,3.40,HAW,STK
hawthorn v st-kilda,R20,josh battle,To Get 20 or More Disposals,3.50,HAW,STK
hawthorn v st-kilda,R20,mitchito owens,To Get 20 or More Disposals,3.75,HAW,STK
hawthorn v st-kilda,R20,jimmy webster,To Get 20 or More Disposals,5.00,HAW,STK
hawthorn v st-kilda,R20,james worpel,To Get 25 or More Disposals,1.52,HAW,STK
hawthorn v st-kilda,R20,jai newcombe,To Get 25 or More Disposals,1.56,HAW,STK
hawthorn v st-kilda,R20,james sicily,To Get 25 or More Disposals,1.57,HAW,STK
hawthorn v st-kilda,R20,will day,To Get 25 or More Disposals,1.58,HAW,STK
hawthorn v st-kilda,R20,conor nash,To Get 25 or More Disposals,2.03,HAW,STK
hawthorn v st-kilda,R20,jarman impey,To Get 25 or More Disposals,2.40,HAW,STK
hawthorn v st-kilda,R20,josh ward,To Get 25 or More Disposals,2.60,HAW,STK
hawthorn v st-kilda,R20,dylan moore,To Get 25 or More Disposals,3.00,HAW,STK
hawthorn v st-kilda,R20,blake hardwick,To Get 25 or More Disposals,4.30,HAW,STK
hawthorn v st-kilda,R20,connor macdonald,To Get 25 or More Disposals,4.80,HAW,STK
hawthorn v st-kilda,R20,josh weddle,To Get 25 or More Disposals,4.80,HAW,STK
hawthorn v st-kilda,R20,lachlan bramble,To Get 25 or More Disposals,4.80,HAW,STK
hawthorn v st-kilda,R20,seamus mitchell,To Get 25 or More Disposals,5.30,HAW,STK
hawthorn v st-kilda,R20,cam mackenzie,To Get 25 or More Disposals,8.25,HAW,STK
hawthorn v st-kilda,R20,chad wingard,To Get 25 or More Disposals,8.50,HAW,STK
hawthorn v st-kilda,R20,sam frost,To Get 25 or More Disposals,18.00,HAW,STK
hawthorn v st-kilda,R20,brad crouch,To Get 25 or More Disposals,1.52,HAW,STK
hawthorn v st-kilda,R20,jack sinclair,To Get 25 or More Disposals,1.57,HAW,STK
hawthorn v st-kilda,R20,jack steele,To Get 25 or More Disposals,1.72,HAW,STK
hawthorn v st-kilda,R20,nasiah wanganeen-milera,To Get 25 or More Disposals,1.84,HAW,STK
hawthorn v st-kilda,R20,marcus windhager,To Get 25 or More Disposals,2.25,HAW,STK
hawthorn v st-kilda,R20,mason wood,To Get 25 or More Disposals,3.80,HAW,STK
hawthorn v st-kilda,R20,callum wilkie,To Get 25 or More Disposals,4.00,HAW,STK
hawthorn v st-kilda,R20,zak jones,To Get 25 or More Disposals,5.00,HAW,STK
hawthorn v st-kilda,R20,rowan marshall,To Get 25 or More Disposals,5.70,HAW,STK
hawthorn v st-kilda,R20,jack billings,To Get 25 or More Disposals,6.00,HAW,STK
hawthorn v st-kilda,R20,hunter clark,To Get 25 or More Disposals,6.75,HAW,STK
hawthorn v st-kilda,R20,ryan byrnes,To Get 25 or More Disposals,8.25,HAW,STK
hawthorn v st-kilda,R20,liam stocker,To Get 25 or More Disposals,11.50,HAW,STK
hawthorn v st-kilda,R20,josh battle,To Get 25 or More Disposals,13.00,HAW,STK
hawthorn v st-kilda,R20,james sicily,To Get 30 or More Disposals,2.50,HAW,STK
hawthorn v st-kilda,R20,jai newcombe,To Get 30 or More Disposals,2.80,HAW,STK
hawthorn v st-kilda,R20,james worpel,To Get 30 or More Disposals,2.85,HAW,STK
hawthorn v st-kilda,R20,will day,To Get 30 or More Disposals,3.20,HAW,STK
hawthorn v st-kilda,R20,jarman impey,To Get 30 or More Disposals,4.10,HAW,STK
hawthorn v st-kilda,R20,conor nash,To Get 30 or More Disposals,4.30,HAW,STK
hawthorn v st-kilda,R20,josh ward,To Get 30 or More Disposals,6.25,HAW,STK
hawthorn v st-kilda,R20,dylan moore,To Get 30 or More Disposals,6.50,HAW,STK
hawthorn v st-kilda,R20,blake hardwick,To Get 30 or More Disposals,10.00,HAW,STK
hawthorn v st-kilda,R20,connor macdonald,To Get 30 or More Disposals,14.00,HAW,STK
hawthorn v st-kilda,R20,josh weddle,To Get 30 or More Disposals,15.00,HAW,STK
hawthorn v st-kilda,R20,lachlan bramble,To Get 30 or More Disposals,15.00,HAW,STK
hawthorn v st-kilda,R20,seamus mitchell,To Get 30 or More Disposals,18.00,HAW,STK
hawthorn v st-kilda,R20,cam mackenzie,To Get 30 or More Disposals,19.00,HAW,STK
hawthorn v st-kilda,R20,jack sinclair,To Get 30 or More Disposals,2.85,HAW,STK
hawthorn v st-kilda,R20,brad crouch,To Get 30 or More Disposals,3.05,HAW,STK
hawthorn v st-kilda,R20,jack steele,To Get 30 or More Disposals,3.30,HAW,STK
hawthorn v st-kilda,R20,nasiah wanganeen-milera,To Get 30 or More Disposals,3.75,HAW,STK
hawthorn v st-kilda,R20,marcus windhager,To Get 30 or More Disposals,5.00,HAW,STK
hawthorn v st-kilda,R20,callum wilkie,To Get 30 or More Disposals,11.00,HAW,STK
hawthorn v st-kilda,R20,mason wood,To Get 30 or More Disposals,11.00,HAW,STK
hawthorn v st-kilda,R20,zak jones,To Get 30 or More Disposals,17.00,HAW,STK
hawthorn v st-kilda,R20,rowan marshall,To Get 30 or More Disposals,18.00,HAW,STK
hawthorn v st-kilda,R20,jack billings,To Get 30 or More Disposals,19.00,HAW,STK
hawthorn v st-kilda,R20,hunter clark,To Get 30 or More Disposals,23.00,HAW,STK
richmond v melbourne,R20,dion prestia,To Get 15 or More Disposals,SUS,RCH,MEL
richmond v melbourne,R20,dustin martin,To Get 15 or More Disposals,SUS,RCH,MEL
richmond v melbourne,R20,shai bolton,To Get 15 or More Disposals,1.06,RCH,MEL
richmond v melbourne,R20,nick vlastuin,To Get 15 or More Disposals,1.12,RCH,MEL
richmond v melbourne,R20,liam baker,To Get 15 or More Disposals,1.21,RCH,MEL
richmond v melbourne,R20,jack ross,To Get 15 or More Disposals,1.22,RCH,MEL
richmond v melbourne,R20,jack graham,To Get 15 or More Disposals,1.28,RCH,MEL
richmond v melbourne,R20,trent cotchin,To Get 15 or More Disposals,1.28,RCH,MEL
richmond v melbourne,R20,noah balta,To Get 15 or More Disposals,1.35,RCH,MEL
richmond v melbourne,R20,nathan broad,To Get 15 or More Disposals,1.38,RCH,MEL
richmond v melbourne,R20,sam banks,To Get 15 or More Disposals,1.70,RCH,MEL
richmond v melbourne,R20,kamdyn mcintosh,To Get 15 or More Disposals,1.88,RCH,MEL
richmond v melbourne,R20,marlion pickett,To Get 15 or More Disposals,2.12,RCH,MEL
richmond v melbourne,R20,ivan soldo,To Get 15 or More Disposals,3.90,RCH,MEL
richmond v melbourne,R20,jack riewoldt,To Get 15 or More Disposals,4.80,RCH,MEL
richmond v melbourne,R20,lachie hunter,To Get 15 or More Disposals,SUS,RCH,MEL
richmond v melbourne,R20,christian salem,To Get 15 or More Disposals,1.06,RCH,MEL
richmond v melbourne,R20,ed langdon,To Get 15 or More Disposals,1.08,RCH,MEL
richmond v melbourne,R20,trent rivers,To Get 15 or More Disposals,1.12,RCH,MEL
richmond v melbourne,R20,max gawn,To Get 15 or More Disposals,1.18,RCH,MEL
richmond v melbourne,R20,james jordon,To Get 15 or More Disposals,1.25,RCH,MEL
richmond v melbourne,R20,jake bowey,To Get 15 or More Disposals,1.35,RCH,MEL
richmond v melbourne,R20,james harmes,To Get 15 or More Disposals,1.35,RCH,MEL
richmond v melbourne,R20,steven may,To Get 15 or More Disposals,1.36,RCH,MEL
richmond v melbourne,R20,alex neal-bullen,To Get 15 or More Disposals,1.50,RCH,MEL
richmond v melbourne,R20,kysaiah pickett,To Get 15 or More Disposals,1.55,RCH,MEL
richmond v melbourne,R20,adam tomlinson,To Get 15 or More Disposals,1.92,RCH,MEL
richmond v melbourne,R20,jake lever,To Get 15 or More Disposals,2.03,RCH,MEL
richmond v melbourne,R20,judd mcvee,To Get 15 or More Disposals,2.40,RCH,MEL
richmond v melbourne,R20,kade chandler,To Get 15 or More Disposals,2.50,RCH,MEL
richmond v melbourne,R20,taj woewodin,To Get 15 or More Disposals,3.00,RCH,MEL
richmond v melbourne,R20,jacob hopper,To Get 20 or More Disposals,Jacob Hopper,RCH,MEL
richmond v melbourne,R20,dion prestia,To Get 20 or More Disposals,1.27,RCH,MEL
richmond v melbourne,R20,dustin martin,To Get 20 or More Disposals,1.30,RCH,MEL
richmond v melbourne,R20,daniel rioli,To Get 20 or More Disposals,1.37,RCH,MEL
richmond v melbourne,R20,shai bolton,To Get 20 or More Disposals,1.39,RCH,MEL
richmond v melbourne,R20,nick vlastuin,To Get 20 or More Disposals,1.94,RCH,MEL
richmond v melbourne,R20,liam baker,To Get 20 or More Disposals,2.08,RCH,MEL
richmond v melbourne,R20,jack ross,To Get 20 or More Disposals,2.20,RCH,MEL
richmond v melbourne,R20,trent cotchin,To Get 20 or More Disposals,2.35,RCH,MEL
richmond v melbourne,R20,jack graham,To Get 20 or More Disposals,2.40,RCH,MEL
richmond v melbourne,R20,nathan broad,To Get 20 or More Disposals,2.70,RCH,MEL
richmond v melbourne,R20,noah balta,To Get 20 or More Disposals,3.00,RCH,MEL
richmond v melbourne,R20,sam banks,To Get 20 or More Disposals,4.50,RCH,MEL
richmond v melbourne,R20,marlion pickett,To Get 20 or More Disposals,4.70,RCH,MEL
richmond v melbourne,R20,kamdyn mcintosh,To Get 20 or More Disposals,5.30,RCH,MEL
richmond v melbourne,R20,angus brayshaw,To Get 20 or More Disposals,1.10,RCH,MEL
richmond v melbourne,R20,christian petracca,To Get 20 or More Disposals,1.11,RCH,MEL
richmond v melbourne,R20,jack viney,To Get 20 or More Disposals,1.14,RCH,MEL
richmond v melbourne,R20,lachie hunter,To Get 20 or More Disposals,1.30,RCH,MEL
richmond v melbourne,R20,christian salem,To Get 20 or More Disposals,1.46,RCH,MEL
richmond v melbourne,R20,ed langdon,To Get 20 or More Disposals,1.57,RCH,MEL
richmond v melbourne,R20,trent rivers,To Get 20 or More Disposals,1.76,RCH,MEL
richmond v melbourne,R20,max gawn,To Get 20 or More Disposals,1.92,RCH,MEL
richmond v melbourne,R20,james jordon,To Get 20 or More Disposals,2.25,RCH,MEL
richmond v melbourne,R20,james harmes,To Get 20 or More Disposals,2.65,RCH,MEL
richmond v melbourne,R20,kysaiah pickett,To Get 20 or More Disposals,2.65,RCH,MEL
richmond v melbourne,R20,jake bowey,To Get 20 or More Disposals,2.70,RCH,MEL
richmond v melbourne,R20,steven may,To Get 20 or More Disposals,2.75,RCH,MEL
richmond v melbourne,R20,alex neal-bullen,To Get 20 or More Disposals,3.80,RCH,MEL
richmond v melbourne,R20,adam tomlinson,To Get 20 or More Disposals,5.80,RCH,MEL
richmond v melbourne,R20,jake lever,To Get 20 or More Disposals,6.50,RCH,MEL
richmond v melbourne,R20,kade chandler,To Get 20 or More Disposals,9.50,RCH,MEL
richmond v melbourne,R20,judd mcvee,To Get 20 or More Disposals,10.00,RCH,MEL
richmond v melbourne,R20,tim taranto,To Get 25 or More Disposals,1.34,RCH,MEL
richmond v melbourne,R20,dustin martin,To Get 25 or More Disposals,2.20,RCH,MEL
richmond v melbourne,R20,jacob hopper,To Get 25 or More Disposals,2.20,RCH,MEL
richmond v melbourne,R20,dion prestia,To Get 25 or More Disposals,2.25,RCH,MEL
richmond v melbourne,R20,shai bolton,To Get 25 or More Disposals,2.55,RCH,MEL
richmond v melbourne,R20,daniel rioli,To Get 25 or More Disposals,2.65,RCH,MEL
richmond v melbourne,R20,liam baker,To Get 25 or More Disposals,5.40,RCH,MEL
richmond v melbourne,R20,nick vlastuin,To Get 25 or More Disposals,5.80,RCH,MEL
richmond v melbourne,R20,jack ross,To Get 25 or More Disposals,6.75,RCH,MEL
richmond v melbourne,R20,trent cotchin,To Get 25 or More Disposals,6.75,RCH,MEL
richmond v melbourne,R20,jack graham,To Get 25 or More Disposals,7.00,RCH,MEL
richmond v melbourne,R20,nathan broad,To Get 25 or More Disposals,8.00,RCH,MEL
richmond v melbourne,R20,noah balta,To Get 25 or More Disposals,11.00,RCH,MEL
richmond v melbourne,R20,marlion pickett,To Get 25 or More Disposals,13.00,RCH,MEL
richmond v melbourne,R20,sam banks,To Get 25 or More Disposals,17.00,RCH,MEL
richmond v melbourne,R20,jack viney,To Get 25 or More Disposals,1.52,RCH,MEL
richmond v melbourne,R20,christian petracca,To Get 25 or More Disposals,1.55,RCH,MEL
richmond v melbourne,R20,angus brayshaw,To Get 25 or More Disposals,1.57,RCH,MEL
richmond v melbourne,R20,lachie hunter,To Get 25 or More Disposals,2.40,RCH,MEL
richmond v melbourne,R20,christian salem,To Get 25 or More Disposals,3.10,RCH,MEL
richmond v melbourne,R20,ed langdon,To Get 25 or More Disposals,3.50,RCH,MEL
richmond v melbourne,R20,trent rivers,To Get 25 or More Disposals,4.50,RCH,MEL
richmond v melbourne,R20,max gawn,To Get 25 or More Disposals,4.80,RCH,MEL
richmond v melbourne,R20,kysaiah pickett,To Get 25 or More Disposals,5.75,RCH,MEL
richmond v melbourne,R20,james jordon,To Get 25 or More Disposals,6.25,RCH,MEL
richmond v melbourne,R20,james harmes,To Get 25 or More Disposals,7.75,RCH,MEL
richmond v melbourne,R20,steven may,To Get 25 or More Disposals,8.75,RCH,MEL
richmond v melbourne,R20,jake bowey,To Get 25 or More Disposals,9.00,RCH,MEL
richmond v melbourne,R20,tim taranto,To Get 30 or More Disposals,2.10,RCH,MEL
richmond v melbourne,R20,dustin martin,To Get 30 or More Disposals,5.00,RCH,MEL
richmond v melbourne,R20,jacob hopper,To Get 30 or More Disposals,5.40,RCH,MEL
richmond v melbourne,R20,dion prestia,To Get 30 or More Disposals,5.50,RCH,MEL
richmond v melbourne,R20,shai bolton,To Get 30 or More Disposals,6.00,RCH,MEL
richmond v melbourne,R20,daniel rioli,To Get 30 or More Disposals,6.75,RCH,MEL
richmond v melbourne,R20,liam baker,To Get 30 or More Disposals,17.00,RCH,MEL
richmond v melbourne,R20,trent cotchin,To Get 30 or More Disposals,21.00,RCH,MEL
richmond v melbourne,R20,jack ross,To Get 30 or More Disposals,23.00,RCH,MEL
richmond v melbourne,R20,nick vlastuin,To Get 30 or More Disposals,23.00,RCH,MEL
richmond v melbourne,R20,jack graham,To Get 30 or More Disposals,26.00,RCH,MEL
richmond v melbourne,R20,nathan broad,To Get 30 or More Disposals,26.00,RCH,MEL
richmond v melbourne,R20,jack viney,To Get 30 or More Disposals,2.45,RCH,MEL
richmond v melbourne,R20,christian petracca,To Get 30 or More Disposals,2.80,RCH,MEL
richmond v melbourne,R20,angus brayshaw,To Get 30 or More Disposals,3.00,RCH,MEL
richmond v melbourne,R20,lachie hunter,To Get 30 or More Disposals,5.75,RCH,MEL
richmond v melbourne,R20,christian salem,To Get 30 or More Disposals,8.00,RCH,MEL
richmond v melbourne,R20,ed langdon,To Get 30 or More Disposals,10.00,RCH,MEL
richmond v melbourne,R20,kysaiah pickett,To Get 30 or More Disposals,12.50,RCH,MEL
richmond v melbourne,R20,max gawn,To Get 30 or More Disposals,13.00,RCH,MEL
richmond v melbourne,R20,trent rivers,To Get 30 or More Disposals,14.00,RCH,MEL
richmond v melbourne,R20,james jordon,To Get 30 or More Disposals,19.00,RCH,MEL
west-coast v north-melbourne,R20,liam duggan,To Get 15 or More Disposals,1.06,WCE,NTH
west-coast v north-melbourne,R20,alex witherden,To Get 15 or More Disposals,1.16,WCE,NTH
west-coast v north-melbourne,R20,andrew gaff,To Get 15 or More Disposals,1.20,WCE,NTH
west-coast v north-melbourne,R20,jayden hunt,To Get 15 or More Disposals,1.25,WCE,NTH
west-coast v north-melbourne,R20,tom cole,To Get 15 or More Disposals,1.35,WCE,NTH
west-coast v north-melbourne,R20,elijah hewett,To Get 15 or More Disposals,1.51,WCE,NTH
west-coast v north-melbourne,R20,brady hough,To Get 15 or More Disposals,1.61,WCE,NTH
west-coast v north-melbourne,R20,jack petruccelle,To Get 15 or More Disposals,1.70,WCE,NTH
west-coast v north-melbourne,R20,jamie cripps,To Get 15 or More Disposals,1.88,WCE,NTH
west-coast v north-melbourne,R20,xavier o'neill,To Get 15 or More Disposals,1.92,WCE,NTH
west-coast v north-melbourne,R20,campbell chesser,To Get 15 or More Disposals,1.93,WCE,NTH
west-coast v north-melbourne,R20,luke edwards,To Get 15 or More Disposals,1.94,WCE,NTH
west-coast v north-melbourne,R20,bailey j. williams (wce),To Get 15 or More Disposals,1.96,WCE,NTH
west-coast v north-melbourne,R20,oscar allen,To Get 15 or More Disposals,2.60,WCE,NTH
west-coast v north-melbourne,R20,noah long,To Get 15 or More Disposals,3.35,WCE,NTH
west-coast v north-melbourne,R20,ryan maric,To Get 15 or More Disposals,3.90,WCE,NTH
west-coast v north-melbourne,R20,jack darling,To Get 15 or More Disposals,4.75,WCE,NTH
west-coast v north-melbourne,R20,luke mcdonald,To Get 15 or More Disposals,1.10,WCE,NTH
west-coast v north-melbourne,R20,tarryn thomas,To Get 15 or More Disposals,1.13,WCE,NTH
west-coast v north-melbourne,R20,darcy tucker,To Get 15 or More Disposals,1.17,WCE,NTH
west-coast v north-melbourne,R20,will phillips,To Get 15 or More Disposals,1.19,WCE,NTH
west-coast v north-melbourne,R20,bailey scott,To Get 15 or More Disposals,1.20,WCE,NTH
west-coast v north-melbourne,R20,aidan corr,To Get 15 or More Disposals,1.26,WCE,NTH
west-coast v north-melbourne,R20,josh goater,To Get 15 or More Disposals,1.35,WCE,NTH
west-coast v north-melbourne,R20,tristan xerri,To Get 15 or More Disposals,1.44,WCE,NTH
west-coast v north-melbourne,R20,curtis taylor,To Get 15 or More Disposals,1.64,WCE,NTH
west-coast v north-melbourne,R20,ben mckay,To Get 15 or More Disposals,1.67,WCE,NTH
west-coast v north-melbourne,R20,todd goldstein,To Get 15 or More Disposals,1.86,WCE,NTH
west-coast v north-melbourne,R20,eddie ford,To Get 15 or More Disposals,2.30,WCE,NTH
west-coast v north-melbourne,R20,tim kelly,To Get 20 or More Disposals,Tim Kelly,WCE,NTH
west-coast v north-melbourne,R20,dom sheed,To Get 20 or More Disposals,1.28,WCE,NTH
west-coast v north-melbourne,R20,liam duggan,To Get 20 or More Disposals,1.29,WCE,NTH
west-coast v north-melbourne,R20,shannon hurn,To Get 20 or More Disposals,1.30,WCE,NTH
west-coast v north-melbourne,R20,andrew gaff,To Get 20 or More Disposals,1.63,WCE,NTH
west-coast v north-melbourne,R20,alex witherden,To Get 20 or More Disposals,1.64,WCE,NTH
west-coast v north-melbourne,R20,jayden hunt,To Get 20 or More Disposals,1.98,WCE,NTH
west-coast v north-melbourne,R20,tom cole,To Get 20 or More Disposals,2.70,WCE,NTH
west-coast v north-melbourne,R20,brady hough,To Get 20 or More Disposals,3.20,WCE,NTH
west-coast v north-melbourne,R20,elijah hewett,To Get 20 or More Disposals,3.35,WCE,NTH
west-coast v north-melbourne,R20,jack petruccelle,To Get 20 or More Disposals,4.30,WCE,NTH
west-coast v north-melbourne,R20,jamie cripps,To Get 20 or More Disposals,5.50,WCE,NTH
west-coast v north-melbourne,R20,campbell chesser,To Get 20 or More Disposals,5.60,WCE,NTH
west-coast v north-melbourne,R20,xavier o'neill,To Get 20 or More Disposals,5.60,WCE,NTH
west-coast v north-melbourne,R20,luke edwards,To Get 20 or More Disposals,5.90,WCE,NTH
west-coast v north-melbourne,R20,bailey j. williams (wce),To Get 20 or More Disposals,6.00,WCE,NTH
west-coast v north-melbourne,R20,oscar allen,To Get 20 or More Disposals,6.75,WCE,NTH
west-coast v north-melbourne,R20,luke davies-uniacke,To Get 20 or More Disposals,1.06,WCE,NTH
west-coast v north-melbourne,R20,harry sheezel,To Get 20 or More Disposals,1.08,WCE,NTH
west-coast v north-melbourne,R20,jy simpkin,To Get 20 or More Disposals,1.27,WCE,NTH
west-coast v north-melbourne,R20,bailey scott,To Get 20 or More Disposals,1.63,WCE,NTH
west-coast v north-melbourne,R20,luke mcdonald,To Get 20 or More Disposals,1.70,WCE,NTH
west-coast v north-melbourne,R20,tarryn thomas,To Get 20 or More Disposals,1.70,WCE,NTH
west-coast v north-melbourne,R20,aidan corr,To Get 20 or More Disposals,1.94,WCE,NTH
west-coast v north-melbourne,R20,will phillips,To Get 20 or More Disposals,1.95,WCE,NTH
west-coast v north-melbourne,R20,darcy tucker,To Get 20 or More Disposals,2.02,WCE,NTH
west-coast v north-melbourne,R20,tristan xerri,To Get 20 or More Disposals,2.60,WCE,NTH
west-coast v north-melbourne,R20,josh goater,To Get 20 or More Disposals,2.70,WCE,NTH
west-coast v north-melbourne,R20,ben mckay,To Get 20 or More Disposals,4.10,WCE,NTH
west-coast v north-melbourne,R20,curtis taylor,To Get 20 or More Disposals,4.60,WCE,NTH
west-coast v north-melbourne,R20,todd goldstein,To Get 20 or More Disposals,5.90,WCE,NTH
west-coast v north-melbourne,R20,tim kelly,To Get 25 or More Disposals,1.39,WCE,NTH
west-coast v north-melbourne,R20,dom sheed,To Get 25 or More Disposals,1.90,WCE,NTH
west-coast v north-melbourne,R20,liam duggan,To Get 25 or More Disposals,1.97,WCE,NTH
west-coast v north-melbourne,R20,shannon hurn,To Get 25 or More Disposals,2.20,WCE,NTH
west-coast v north-melbourne,R20,andrew gaff,To Get 25 or More Disposals,2.65,WCE,NTH
west-coast v north-melbourne,R20,alex witherden,To Get 25 or More Disposals,2.95,WCE,NTH
west-coast v north-melbourne,R20,jayden hunt,To Get 25 or More Disposals,4.10,WCE,NTH
west-coast v north-melbourne,R20,tom cole,To Get 25 or More Disposals,8.50,WCE,NTH
west-coast v north-melbourne,R20,brady hough,To Get 25 or More Disposals,9.50,WCE,NTH
west-coast v north-melbourne,R20,elijah hewett,To Get 25 or More Disposals,11.00,WCE,NTH
west-coast v north-melbourne,R20,jack petruccelle,To Get 25 or More Disposals,17.00,WCE,NTH
west-coast v north-melbourne,R20,luke davies-uniacke,To Get 25 or More Disposals,1.38,WCE,NTH
west-coast v north-melbourne,R20,harry sheezel,To Get 25 or More Disposals,1.40,WCE,NTH
west-coast v north-melbourne,R20,jy simpkin,To Get 25 or More Disposals,2.25,WCE,NTH
west-coast v north-melbourne,R20,bailey scott,To Get 25 or More Disposals,2.60,WCE,NTH
west-coast v north-melbourne,R20,tarryn thomas,To Get 25 or More Disposals,3.75,WCE,NTH
west-coast v north-melbourne,R20,aidan corr,To Get 25 or More Disposals,3.90,WCE,NTH
