odds,round,teams,disposals,Player,home,away
3.75,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,josh worrell,ADE,GWS
3.80,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,jake soligo,ADE,GWS
3.80,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,lachlan murphy,ADE,GWS
5.30,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,reilly o'brien,ADE,GWS
6.00,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,taylor walker,ADE,GWS
8.50,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,riley thilthorpe,ADE,GWS
1.07,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,stephen coniglio,ADE,GWS
1.17,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,josh kelly,ADE,GWS
1.23,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,lachie whitfield,ADE,GWS
1.49,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,finn callaghan,ADE,GWS
1.50,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,lachie ash,ADE,GWS
1.54,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,harry himmelberg,ADE,GWS
1.97,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,callan ward,ADE,GWS
2.08,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,harry perryman,ADE,GWS
2.25,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,isaac cumming,ADE,GWS
2.80,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,toby greene,ADE,GWS
3.35,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,brent daniels,ADE,GWS
3.60,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,connor idun,ADE,GWS
5.70,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,kieren briggs,ADE,GWS
6.50,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,sam taylor,ADE,GWS
8.00,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,daniel lloyd,ADE,GWS
8.00,R18,adelaide v greater-western-sydney,To Get 20 or More Disposals,jesse hogan,ADE,GWS
1.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,rory laird,ADE,GWS
1.28,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,jordan dawson,ADE,GWS
1.99,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,ben keays,ADE,GWS
3.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,mitch hinge,ADE,GWS
3.80,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,brodie smith,ADE,GWS
4.75,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,rory sloane,ADE,GWS
6.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,chayce jones,ADE,GWS
6.75,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,wayne milera,ADE,GWS
8.75,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,lachlan sholl,ADE,GWS
11.00,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,jake soligo,ADE,GWS
11.00,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,lachlan murphy,ADE,GWS
11.50,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,izak rankine,ADE,GWS
11.50,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,ned mchenry,ADE,GWS
12.00,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,josh rachele,ADE,GWS
14.00,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,josh worrell,ADE,GWS
1.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,tom green,ADE,GWS
1.41,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,stephen coniglio,ADE,GWS
1.62,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,josh kelly,ADE,GWS
1.94,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,lachie whitfield,ADE,GWS
3.10,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,harry himmelberg,ADE,GWS
3.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,finn callaghan,ADE,GWS
3.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,lachie ash,ADE,GWS
4.10,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,callan ward,ADE,GWS
6.75,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,harry perryman,ADE,GWS
7.25,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,isaac cumming,ADE,GWS
9.75,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,toby greene,ADE,GWS
12.00,R18,adelaide v greater-western-sydney,To Get 25 or More Disposals,brent daniels,ADE,GWS
1.86,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,rory laird,ADE,GWS
2.10,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,jordan dawson,ADE,GWS
3.50,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,ben keays,ADE,GWS
9.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,mitch hinge,ADE,GWS
10.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,brodie smith,ADE,GWS
14.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,rory sloane,ADE,GWS
19.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,chayce jones,ADE,GWS
26.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,wayne milera,ADE,GWS
29.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,lachlan sholl,ADE,GWS
1.85,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,tom green,ADE,GWS
2.40,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,stephen coniglio,ADE,GWS
2.60,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,josh kelly,ADE,GWS
4.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,lachie whitfield,ADE,GWS
8.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,harry himmelberg,ADE,GWS
9.25,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,lachie ash,ADE,GWS
9.75,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,callan ward,ADE,GWS
9.75,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,finn callaghan,ADE,GWS
26.00,R18,adelaide v greater-western-sydney,To Get 30 or More Disposals,harry perryman,ADE,GWS
SUS,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,harry sheezel,NTH,HAW
1.07,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,jack ziebell,NTH,HAW
1.08,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,bailey scott,NTH,HAW
1.09,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,tarryn thomas,NTH,HAW
1.15,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,luke mcdonald,NTH,HAW
1.18,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,hugh greenwood,NTH,HAW
1.36,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,cameron zurhaar,NTH,HAW
1.40,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,darcy tucker,NTH,HAW
1.43,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,george wardlaw,NTH,HAW
1.51,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,tom powell,NTH,HAW
1.57,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,tristan xerri,NTH,HAW
1.58,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,charlie lazzaro,NTH,HAW
1.89,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,flynn perez,NTH,HAW
2.30,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,aidan corr,NTH,HAW
2.30,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,eddie ford,NTH,HAW
3.90,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,cooper harvey,NTH,HAW
1.10,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,dylan moore,NTH,HAW
1.13,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,blake hardwick,NTH,HAW
1.13,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,josh ward,NTH,HAW
1.16,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,seamus mitchell,NTH,HAW
1.23,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,jack scrimshaw,NTH,HAW
1.24,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,connor macdonald,NTH,HAW
1.24,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,josh weddle,NTH,HAW
1.54,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,chad wingard,NTH,HAW
2.70,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,mitch lewis,NTH,HAW
2.85,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,sam frost,NTH,HAW
3.00,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,tyler brockman,NTH,HAW
3.80,R18,north-melbourne v hawthorn,To Get 15 or More Disposals,luke breust,NTH,HAW
1.10,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,luke davies-uniacke,NTH,HAW
1.16,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,harry sheezel,NTH,HAW
1.46,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,jack ziebell,NTH,HAW
1.54,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,tarryn thomas,NTH,HAW
1.58,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,bailey scott,NTH,HAW
1.92,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,hugh greenwood,NTH,HAW
1.94,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,luke mcdonald,NTH,HAW
2.55,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,george wardlaw,NTH,HAW
2.70,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,cameron zurhaar,NTH,HAW
3.00,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,darcy tucker,NTH,HAW
3.05,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,tristan xerri,NTH,HAW
3.15,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,charlie lazzaro,NTH,HAW
3.40,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,tom powell,NTH,HAW
5.40,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,flynn perez,NTH,HAW
6.00,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,aidan corr,NTH,HAW
8.00,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,eddie ford,NTH,HAW
1.08,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,james sicily,NTH,HAW
1.10,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,will day,NTH,HAW
1.15,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,james worpel,NTH,HAW
1.18,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,conor nash,NTH,HAW
1.19,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,jai newcombe,NTH,HAW
1.29,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,jarman impey,NTH,HAW
1.32,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,karl amon,NTH,HAW
1.59,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,dylan moore,NTH,HAW
1.71,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,blake hardwick,NTH,HAW
1.72,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,josh ward,NTH,HAW
1.94,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,seamus mitchell,NTH,HAW
1.98,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,josh weddle,NTH,HAW
2.20,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,jack scrimshaw,NTH,HAW
2.25,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,connor macdonald,NTH,HAW
3.60,R18,north-melbourne v hawthorn,To Get 20 or More Disposals,chad wingard,NTH,HAW
1.52,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,luke davies-uniacke,NTH,HAW
1.61,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,harry sheezel,NTH,HAW
2.80,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,jack ziebell,NTH,HAW
3.10,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,tarryn thomas,NTH,HAW
3.45,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,bailey scott,NTH,HAW
4.80,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,hugh greenwood,NTH,HAW
5.10,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,luke mcdonald,NTH,HAW
6.25,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,george wardlaw,NTH,HAW
8.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,tristan xerri,NTH,HAW
8.25,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,cameron zurhaar,NTH,HAW
8.50,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,charlie lazzaro,NTH,HAW
10.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,darcy tucker,NTH,HAW
12.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,tom powell,NTH,HAW
1.44,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,james sicily,NTH,HAW
1.55,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,will day,NTH,HAW
1.74,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,james worpel,NTH,HAW
1.92,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,conor nash,NTH,HAW
1.92,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,jai newcombe,NTH,HAW
1.97,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,jarman impey,NTH,HAW
2.70,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,karl amon,NTH,HAW
3.45,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,dylan moore,NTH,HAW
3.80,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,blake hardwick,NTH,HAW
3.80,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,josh ward,NTH,HAW
4.20,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,josh weddle,NTH,HAW
5.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,seamus mitchell,NTH,HAW
6.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,connor macdonald,NTH,HAW
6.00,R18,north-melbourne v hawthorn,To Get 25 or More Disposals,jack scrimshaw,NTH,HAW
2.60,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,harry sheezel,NTH,HAW
2.85,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,luke davies-uniacke,NTH,HAW
6.75,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,jack ziebell,NTH,HAW
7.75,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,tarryn thomas,NTH,HAW
10.50,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,bailey scott,NTH,HAW
14.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,hugh greenwood,NTH,HAW
15.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,george wardlaw,NTH,HAW
17.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,luke mcdonald,NTH,HAW
21.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,tristan xerri,NTH,HAW
23.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,charlie lazzaro,NTH,HAW
29.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,cameron zurhaar,NTH,HAW
2.35,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,james sicily,NTH,HAW
2.85,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,will day,NTH,HAW
3.30,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,james worpel,NTH,HAW
3.60,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,jarman impey,NTH,HAW
4.30,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,conor nash,NTH,HAW
4.40,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,jai newcombe,NTH,HAW
7.75,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,karl amon,NTH,HAW
9.25,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,dylan moore,NTH,HAW
10.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,blake hardwick,NTH,HAW
10.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,josh ward,NTH,HAW
10.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,josh weddle,NTH,HAW
16.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,seamus mitchell,NTH,HAW
19.00,R18,north-melbourne v hawthorn,To Get 30 or More Disposals,connor macdonald,NTH,HAW
SUS,R18,west-coast v richmond,To Get 15 or More Disposals,liam duggan,WCE,RCH
1.08,R18,west-coast v richmond,To Get 15 or More Disposals,jeremy mcgovern,WCE,RCH
1.10,R18,west-coast v richmond,To Get 15 or More Disposals,dom sheed,WCE,RCH
1.14,R18,west-coast v richmond,To Get 15 or More Disposals,alex witherden,WCE,RCH
1.25,R18,west-coast v richmond,To Get 15 or More Disposals,jayden hunt,WCE,RCH
1.47,R18,west-coast v richmond,To Get 15 or More Disposals,elijah hewett,WCE,RCH
1.48,R18,west-coast v richmond,To Get 15 or More Disposals,jack petruccelle,WCE,RCH
1.50,R18,west-coast v richmond,To Get 15 or More Disposals,andrew gaff,WCE,RCH
1.76,R18,west-coast v richmond,To Get 15 or More Disposals,brady hough,WCE,RCH
1.93,R18,west-coast v richmond,To Get 15 or More Disposals,reuben ginbey,WCE,RCH
2.35,R18,west-coast v richmond,To Get 15 or More Disposals,bailey j. williams (wce),WCE,RCH
2.35,R18,west-coast v richmond,To Get 15 or More Disposals,jamie cripps,WCE,RCH
2.80,R18,west-coast v richmond,To Get 15 or More Disposals,tom barrass,WCE,RCH
2.95,R18,west-coast v richmond,To Get 15 or More Disposals,noah long,WCE,RCH
3.80,R18,west-coast v richmond,To Get 15 or More Disposals,ryan maric,WCE,RCH
SUS,R18,west-coast v richmond,To Get 15 or More Disposals,shai bolton,WCE,RCH
1.06,R18,west-coast v richmond,To Get 15 or More Disposals,dustin martin,WCE,RCH
1.07,R18,west-coast v richmond,To Get 15 or More Disposals,daniel rioli,WCE,RCH
1.10,R18,west-coast v richmond,To Get 15 or More Disposals,nick vlastuin,WCE,RCH
1.22,R18,west-coast v richmond,To Get 15 or More Disposals,liam baker,WCE,RCH
1.26,R18,west-coast v richmond,To Get 15 or More Disposals,jack ross,WCE,RCH
1.35,R18,west-coast v richmond,To Get 15 or More Disposals,jack graham,WCE,RCH
1.35,R18,west-coast v richmond,To Get 15 or More Disposals,noah balta,WCE,RCH
1.36,R18,west-coast v richmond,To Get 15 or More Disposals,nathan broad,WCE,RCH
1.50,R18,west-coast v richmond,To Get 15 or More Disposals,trent cotchin,WCE,RCH
1.96,R18,west-coast v richmond,To Get 15 or More Disposals,kamdyn mcintosh,WCE,RCH
2.25,R18,west-coast v richmond,To Get 15 or More Disposals,marlion pickett,WCE,RCH
2.90,R18,west-coast v richmond,To Get 15 or More Disposals,samson ryan,WCE,RCH
SUS,R18,west-coast v richmond,To Get 20 or More Disposals,tim kelly,WCE,RCH
1.19,R18,west-coast v richmond,To Get 20 or More Disposals,luke shuey,WCE,RCH
1.22,R18,west-coast v richmond,To Get 20 or More Disposals,liam duggan,WCE,RCH
1.22,R18,west-coast v richmond,To Get 20 or More Disposals,shannon hurn,WCE,RCH
1.36,R18,west-coast v richmond,To Get 20 or More Disposals,dom sheed,WCE,RCH
1.53,R18,west-coast v richmond,To Get 20 or More Disposals,jeremy mcgovern,WCE,RCH
1.58,R18,west-coast v richmond,To Get 20 or More Disposals,alex witherden,WCE,RCH
1.95,R18,west-coast v richmond,To Get 20 or More Disposals,jayden hunt,WCE,RCH
2.45,R18,west-coast v richmond,To Get 20 or More Disposals,andrew gaff,WCE,RCH
3.30,R18,west-coast v richmond,To Get 20 or More Disposals,jack petruccelle,WCE,RCH
3.35,R18,west-coast v richmond,To Get 20 or More Disposals,elijah hewett,WCE,RCH
3.80,R18,west-coast v richmond,To Get 20 or More Disposals,brady hough,WCE,RCH
5.60,R18,west-coast v richmond,To Get 20 or More Disposals,reuben ginbey,WCE,RCH
6.25,R18,west-coast v richmond,To Get 20 or More Disposals,bailey j. williams (wce),WCE,RCH
7.75,R18,west-coast v richmond,To Get 20 or More Disposals,jamie cripps,WCE,RCH
9.00,R18,west-coast v richmond,To Get 20 or More Disposals,tom barrass,WCE,RCH
1.27,R18,west-coast v richmond,To Get 20 or More Disposals,dion prestia,WCE,RCH
1.27,R18,west-coast v richmond,To Get 20 or More Disposals,jacob hopper,WCE,RCH
1.29,R18,west-coast v richmond,To Get 20 or More Disposals,dustin martin,WCE,RCH
1.30,R18,west-coast v richmond,To Get 20 or More Disposals,shai bolton,WCE,RCH
1.50,R18,west-coast v richmond,To Get 20 or More Disposals,daniel rioli,WCE,RCH
1.67,R18,west-coast v richmond,To Get 20 or More Disposals,nick vlastuin,WCE,RCH
2.25,R18,west-coast v richmond,To Get 20 or More Disposals,jack ross,WCE,RCH
2.25,R18,west-coast v richmond,To Get 20 or More Disposals,liam baker,WCE,RCH
2.50,R18,west-coast v richmond,To Get 20 or More Disposals,trent cotchin,WCE,RCH
2.65,R18,west-coast v richmond,To Get 20 or More Disposals,jack graham,WCE,RCH
2.65,R18,west-coast v richmond,To Get 20 or More Disposals,noah balta,WCE,RCH
2.75,R18,west-coast v richmond,To Get 20 or More Disposals,nathan broad,WCE,RCH
5.20,R18,west-coast v richmond,To Get 20 or More Disposals,marlion pickett,WCE,RCH
1.31,R18,west-coast v richmond,To Get 25 or More Disposals,tim kelly,WCE,RCH
1.78,R18,west-coast v richmond,To Get 25 or More Disposals,liam duggan,WCE,RCH
1.93,R18,west-coast v richmond,To Get 25 or More Disposals,luke shuey,WCE,RCH
1.98,R18,west-coast v richmond,To Get 25 or More Disposals,shannon hurn,WCE,RCH
1.99,R18,west-coast v richmond,To Get 25 or More Disposals,dom sheed,WCE,RCH
2.80,R18,west-coast v richmond,To Get 25 or More Disposals,alex witherden,WCE,RCH
3.05,R18,west-coast v richmond,To Get 25 or More Disposals,jeremy mcgovern,WCE,RCH
4.00,R18,west-coast v richmond,To Get 25 or More Disposals,jayden hunt,WCE,RCH
5.25,R18,west-coast v richmond,To Get 25 or More Disposals,andrew gaff,WCE,RCH
11.50,R18,west-coast v richmond,To Get 25 or More Disposals,brady hough,WCE,RCH
11.50,R18,west-coast v richmond,To Get 25 or More Disposals,elijah hewett,WCE,RCH
11.50,R18,west-coast v richmond,To Get 25 or More Disposals,jack petruccelle,WCE,RCH
1.22,R18,west-coast v richmond,To Get 25 or More Disposals,tim taranto,WCE,RCH
1.95,R18,west-coast v richmond,To Get 25 or More Disposals,dustin martin,WCE,RCH
2.10,R18,west-coast v richmond,To Get 25 or More Disposals,jacob hopper,WCE,RCH
2.20,R18,west-coast v richmond,To Get 25 or More Disposals,shai bolton,WCE,RCH
2.25,R18,west-coast v richmond,To Get 25 or More Disposals,dion prestia,WCE,RCH
3.25,R18,west-coast v richmond,To Get 25 or More Disposals,daniel rioli,WCE,RCH
3.90,R18,west-coast v richmond,To Get 25 or More Disposals,nick vlastuin,WCE,RCH
5.25,R18,west-coast v richmond,To Get 25 or More Disposals,trent cotchin,WCE,RCH
6.25,R18,west-coast v richmond,To Get 25 or More Disposals,jack ross,WCE,RCH
6.75,R18,west-coast v richmond,To Get 25 or More Disposals,liam baker,WCE,RCH
8.00,R18,west-coast v richmond,To Get 25 or More Disposals,jack graham,WCE,RCH
8.00,R18,west-coast v richmond,To Get 25 or More Disposals,noah balta,WCE,RCH
8.75,R18,west-coast v richmond,To Get 25 or More Disposals,nathan broad,WCE,RCH
2.08,R18,west-coast v richmond,To Get 30 or More Disposals,tim kelly,WCE,RCH
3.05,R18,west-coast v richmond,To Get 30 or More Disposals,liam duggan,WCE,RCH
3.20,R18,west-coast v richmond,To Get 30 or More Disposals,dom sheed,WCE,RCH
4.00,R18,west-coast v richmond,To Get 30 or More Disposals,shannon hurn,WCE,RCH
4.25,R18,west-coast v richmond,To Get 30 or More Disposals,luke shuey,WCE,RCH
5.90,R18,west-coast v richmond,To Get 30 or More Disposals,alex witherden,WCE,RCH
8.00,R18,west-coast v richmond,To Get 30 or More Disposals,jeremy mcgovern,WCE,RCH
9.25,R18,west-coast v richmond,To Get 30 or More Disposals,jayden hunt,WCE,RCH
11.50,R18,west-coast v richmond,To Get 30 or More Disposals,andrew gaff,WCE,RCH
1.85,R18,west-coast v richmond,To Get 30 or More Disposals,tim taranto,WCE,RCH
3.45,R18,west-coast v richmond,To Get 30 or More Disposals,dustin martin,WCE,RCH
4.50,R18,west-coast v richmond,To Get 30 or More Disposals,jacob hopper,WCE,RCH
4.90,R18,west-coast v richmond,To Get 30 or More Disposals,shai bolton,WCE,RCH
5.40,R18,west-coast v richmond,To Get 30 or More Disposals,dion prestia,WCE,RCH
8.75,R18,west-coast v richmond,To Get 30 or More Disposals,daniel rioli,WCE,RCH
10.50,R18,west-coast v richmond,To Get 30 or More Disposals,trent cotchin,WCE,RCH
12.50,R18,west-coast v richmond,To Get 30 or More Disposals,nick vlastuin,WCE,RCH
21.00,R18,west-coast v richmond,To Get 30 or More Disposals,jack ross,WCE,RCH
26.00,R18,west-coast v richmond,To Get 30 or More Disposals,liam baker,WCE,RCH
26.00,R18,west-coast v richmond,To Get 30 or More Disposals,noah balta,WCE,RCH
