teams,disposals,round,Player,odds,home,away
essendon v adelaide,To Get 25 or More Disposals,R17,ben hobbs,2.60,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,mason redman,3.10,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,andrew mcgrath,3.70,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jordan ridley,3.80,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,dyson heppell,4.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jake stringer,8.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jake kelly,14.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jayden laverde,14.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,kyle langford,16.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,archie perkins,17.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,sam durham,17.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jordan dawson,1.22,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,rory laird,1.25,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,ben keays,1.43,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,brodie smith,3.45,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,rory sloane,3.60,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,mitch hinge,3.90,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,chayce jones,5.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,wayne milera,5.50,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,izak rankine,6.25,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,ned mchenry,8.50,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,josh rachele,9.75,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,lachlan sholl,10.50,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,jake soligo,13.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,josh worrell,14.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,lachlan murphy,16.00,ESS,ADE
essendon v adelaide,To Get 25 or More Disposals,R17,reilly o'brien,17.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,darcy parish,1.67,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,zach merrett,1.86,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,jye caldwell,6.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,nic martin,6.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,ben hobbs,6.25,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,mason redman,8.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,andrew mcgrath,9.75,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,jordan ridley,10.50,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,dyson heppell,11.50,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,jake stringer,23.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,jordan dawson,1.84,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,rory laird,1.87,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,ben keays,2.45,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,brodie smith,7.50,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,rory sloane,8.25,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,mitch hinge,10.50,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,chayce jones,12.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,wayne milera,16.00,ESS,ADE
essendon v adelaide,To Get 30 or More Disposals,R17,izak rankine,17.00,ESS,ADE
fremantle v carlton,To Get 15 or More Disposals,R17,luke ryan,1.08,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,liam henry,1.10,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,jaeger o'meara,1.12,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,james aish,1.13,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,hayden young,1.15,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,matt johnson,1.24,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,sean darcy,1.48,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,brennan cox,1.51,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,luke jackson,1.63,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,neil erasmus,1.68,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,lachie schultz,1.69,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,ethan hughes,1.95,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,sam switkowski,2.10,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,brandon walker,2.60,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,michael walters,3.75,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,alex pearce,3.90,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,minairo frederick,4.90,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,adam cerra,SUS,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,matthew kennedy,1.07,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,adam saad,1.08,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,blake acres,1.14,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,nic newman,1.28,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,mitch mcgovern,1.38,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,brodie kemp,1.42,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,jack silvagni,1.50,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,matthew cottrell,1.55,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,jacob weitering,1.59,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,alex cincotta,1.92,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,charlie curnow,1.95,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,harry mckay,2.30,FRE,CAR
fremantle v carlton,To Get 15 or More Disposals,R17,jordan boyd,2.30,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,liam henry,1.37,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,luke ryan,1.37,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,hayden young,1.64,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,jaeger o'meara,1.71,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,james aish,1.71,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,matt johnson,1.94,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,brennan cox,2.45,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,luke jackson,3.30,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,sean darcy,3.35,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,neil erasmus,4.30,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,lachie schultz,4.40,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,sam switkowski,5.40,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,ethan hughes,5.90,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,brandon walker,10.00,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,sam docherty,1.11,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,adam cerra,1.13,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,patrick cripps,1.18,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,matthew kennedy,1.50,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,adam saad,1.57,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,blake acres,1.59,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,nic newman,2.05,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,mitch mcgovern,2.35,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,brodie kemp,3.00,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,jack silvagni,3.30,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,jacob weitering,3.80,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,matthew cottrell,3.90,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,charlie curnow,4.60,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,alex cincotta,5.60,FRE,CAR
fremantle v carlton,To Get 20 or More Disposals,R17,harry mckay,8.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,caleb serong,1.17,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,andrew brayshaw,1.22,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,liam henry,1.96,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,luke ryan,2.18,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,hayden young,2.95,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,james aish,3.70,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,jaeger o'meara,3.80,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,matt johnson,3.90,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,brennan cox,5.10,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,luke jackson,9.75,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,sean darcy,12.50,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,lachie schultz,16.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,neil erasmus,17.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,sam walsh,1.25,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,adam cerra,1.50,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,sam docherty,1.56,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,patrick cripps,1.64,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,blake acres,2.85,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,matthew kennedy,3.20,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,adam saad,3.50,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,nic newman,4.50,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,mitch mcgovern,5.70,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,brodie kemp,10.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,jack silvagni,11.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,jacob weitering,14.00,FRE,CAR
fremantle v carlton,To Get 25 or More Disposals,R17,charlie curnow,16.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,caleb serong,1.62,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,andrew brayshaw,1.84,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,liam henry,3.15,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,luke ryan,4.10,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,hayden young,6.25,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,matt johnson,9.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,jaeger o'meara,10.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,james aish,10.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,brennan cox,11.50,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,sam walsh,1.84,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,adam cerra,2.35,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,patrick cripps,2.70,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,sam docherty,2.85,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,blake acres,6.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,matthew kennedy,9.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,adam saad,10.00,FRE,CAR
fremantle v carlton,To Get 30 or More Disposals,R17,nic newman,10.50,FRE,CAR
