Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Keath, Alex",R1,bullldogs,ME,9.0,5.0,4.0,0.0,0.0,4.0,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,95,-,7.0,7.0,0.0
"Liberatore, Tom",R1,bullldogs,ME,32.0,13.0,19.0,1.0,1.0,4.0,7.0,6.0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,81,-,5.0,1.0,0.0
"Lobb, Rory",R1,bullldogs,ME,6.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,95,-,2.0,2.0,0.0
"Macrae, Jack",R1,bullldogs,ME,33.0,14.0,19.0,1.0,0.0,4.0,4.0,3.0,13.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,78,-,5.0,0.0,0.0
"McComb, Robbie",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"McLean, Toby",R1,bullldogs,ME,5.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,38,On,0.0,1.0,0.0
"McNeil, Lachlan",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"Naughton, Aaron",R1,bullldogs,ME,11.0,9.0,2.0,1.0,2.0,5.0,1.0,1.0,8.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,85,-,3.0,2.0,0.0
"OBrien, Tim",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"ODonnell, James",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"Richards, Ed",R1,bullldogs,ME,27.0,21.0,6.0,0.0,0.0,3.0,0.0,1.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,87,-,6.0,3.0,0.0
"Scott, Anthony",R1,bullldogs,ME,13.0,7.0,6.0,0.0,0.0,4.0,2.0,4.0,9.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,84,-,1.0,7.0,0.0
"Smith, Bailey",R1,bullldogs,ME,27.0,19.0,8.0,0.0,1.0,3.0,2.0,3.0,6.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,84,-,5.0,1.0,0.0
"Treloar, Adam",R1,bullldogs,ME,32.0,11.0,21.0,1.0,0.0,5.0,6.0,6.0,7.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,76,-,1.0,2.0,1.0
"Ugle-Hagan, Jamarra",R1,bullldogs,ME,7.0,6.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,83,-,3.0,2.0,0.0
"Vandermeer, Laitham",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"Weightman, Cody",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"West, Rhylee",R1,bullldogs,ME,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bailey",R1,bullldogs,ME,18.0,8.0,10.0,1.0,0.0,4.0,3.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80,-,2.0,3.0,0.0
"Baker, Oskar",R2,bullldogs,SK,13.0,8.0,5.0,1.0,1.0,6.0,0.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,80,-,2.0,1.0,0.0
"Bontempelli, Marcus",R2,bullldogs,SK,24.0,13.0,11.0,0.0,0.0,4.0,6.0,5.0,11.0,14.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,82,-,1.0,4.0,0.0
"Bruce, Josh",R2,bullldogs,SK,17.0,10.0,7.0,0.0,0.0,10.0,0.0,3.0,4.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,97,-,4.0,1.0,1.0
"Crozier, Hayden",R2,bullldogs,SK,22.0,16.0,6.0,0.0,1.0,10.0,0.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,80,-,2.0,5.0,0.0
"Dale, Bailey",R2,bullldogs,SK,21.0,12.0,9.0,0.0,0.0,2.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,87,-,1.0,3.0,0.0
"Daniel, Caleb",R2,bullldogs,SK,23.0,13.0,10.0,0.0,1.0,4.0,3.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,77,-,1.0,0.0,0.0
"Darcy, Sam",R2,bullldogs,SK,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,50,Off,3.0,3.0,0.0
"Duryea, Taylor",R2,bullldogs,SK,19.0,15.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,84,-,2.0,3.0,1.0
"English, Tim",R2,bullldogs,SK,21.0,11.0,10.0,1.0,0.0,8.0,5.0,5.0,8.0,13.0,26.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,87,-,8.0,3.0,0.0
"Garcia, Riley",R2,bullldogs,SK,12.0,5.0,7.0,1.0,0.0,0.0,1.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,83,-,1.0,1.0,0.0
"Gardner, Ryan",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Hannan, Mitch",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Johannisen, Jason",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Arthur",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Liam",R2,bullldogs,SK,12.0,10.0,2.0,0.0,0.0,9.0,0.0,0.0,6.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,87,-,1.0,5.0,0.0
"Keath, Alex",R2,bullldogs,SK,17.0,13.0,4.0,0.0,0.0,10.0,0.0,2.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,79,-,1.0,3.0,0.0
"Liberatore, Tom",R2,bullldogs,SK,24.0,9.0,15.0,0.0,0.0,3.0,6.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,79,-,2.0,1.0,0.0
"Lobb, Rory",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Macrae, Jack",R2,bullldogs,SK,25.0,7.0,18.0,0.0,0.0,2.0,2.0,2.0,9.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,78,-,1.0,3.0,0.0
"McComb, Robbie",R2,bullldogs,SK,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,On,0.0,1.0,0.0
"McLean, Toby",R2,bullldogs,SK,17.0,3.0,14.0,0.0,0.0,4.0,3.0,3.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,82,-,2.0,0.0,0.0
"McNeil, Lachlan",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Naughton, Aaron",R2,bullldogs,SK,11.0,9.0,2.0,2.0,2.0,6.0,0.0,3.0,4.0,7.0,2.0,1.0,4.0,1.0,2.0,0.0,5.0,0.0,81,-,2.0,1.0,0.0
"OBrien, Tim",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"ODonnell, James",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Richards, Ed",R2,bullldogs,SK,19.0,14.0,5.0,0.0,0.0,6.0,3.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,86,-,2.0,3.0,0.0
"Scott, Anthony",R2,bullldogs,SK,10.0,6.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,79,-,1.0,0.0,0.0
"Smith, Bailey",R2,bullldogs,SK,28.0,18.0,10.0,0.0,0.0,6.0,5.0,3.0,10.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,81,-,4.0,1.0,0.0
"Treloar, Adam",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Ugle-Hagan, Jamarra",R2,bullldogs,SK,8.0,5.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,79,-,6.0,0.0,0.0
"Vandermeer, Laitham",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"Weightman, Cody",R2,bullldogs,SK,,,,,,,,,,,,,,,,,,,,,,,
"West, Rhylee",R2,bullldogs,SK,4.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76,-,2.0,3.0,0.0
"Williams, Bailey",R2,bullldogs,SK,11.0,10.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80,-,1.0,1.0,0.0
"Baker, Oskar",R3,bullldogs,BL,18.0,17.0,1.0,1.0,0.0,7.0,0.0,2.0,2.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,75,-,0.0,1.0,2.0
"Bontempelli, Marcus",R3,bullldogs,BL,28.0,16.0,12.0,0.0,1.0,4.0,8.0,6.0,16.0,14.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,1.0,89,-,13.0,5.0,2.0
"Bruce, Josh",R3,bullldogs,BL,11.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,97,-,3.0,4.0,0.0
"Crozier, Hayden",R3,bullldogs,BL,10.0,6.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,62,-,3.0,2.0,0.0
"Dale, Bailey",R3,bullldogs,BL,30.0,14.0,16.0,0.0,0.0,5.0,2.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,78,-,3.0,1.0,0.0
"Daniel, Caleb",R3,bullldogs,BL,19.0,10.0,9.0,0.0,0.0,4.0,4.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,81,-,2.0,4.0,0.0
"Darcy, Sam",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Duryea, Taylor",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"English, Tim",R3,bullldogs,BL,16.0,11.0,5.0,0.0,0.0,8.0,3.0,3.0,8.0,8.0,31.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,89,-,2.0,3.0,0.0
"Garcia, Riley",R3,bullldogs,BL,10.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,68,-,8.0,0.0,0.0
"Gardner, Ryan",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Hannan, Mitch",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Johannisen, Jason",R3,bullldogs,BL,15.0,14.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,75,-,2.0,0.0,0.0
"Jones, Arthur",R3,bullldogs,BL,5.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,-,0.0,0.0,0.0
"Jones, Liam",R3,bullldogs,BL,10.0,9.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,100,-,1.0,8.0,0.0
"Keath, Alex",R3,bullldogs,BL,21.0,11.0,10.0,0.0,0.0,7.0,0.0,0.0,10.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,100,-,4.0,6.0,0.0
"Liberatore, Tom",R3,bullldogs,BL,29.0,13.0,16.0,0.0,0.0,6.0,3.0,9.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,81,-,5.0,1.0,0.0
"Lobb, Rory",R3,bullldogs,BL,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,72,Off,2.0,2.0,0.0
"Macrae, Jack",R3,bullldogs,BL,30.0,17.0,13.0,0.0,0.0,6.0,3.0,4.0,8.0,21.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,2.0,80,-,2.0,1.0,0.0
"McComb, Robbie",R3,bullldogs,BL,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,On,0.0,0.0,0.0
"McLean, Toby",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"McNeil, Lachlan",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Naughton, Aaron",R3,bullldogs,BL,13.0,9.0,4.0,1.0,0.0,4.0,0.0,5.0,6.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,86,-,4.0,5.0,0.0
"OBrien, Tim",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"ODonnell, James",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Richards, Ed",R3,bullldogs,BL,25.0,19.0,6.0,0.0,1.0,6.0,0.0,4.0,10.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,88,-,3.0,4.0,1.0
"Scott, Anthony",R3,bullldogs,BL,16.0,8.0,8.0,0.0,0.0,2.0,0.0,2.0,7.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,77,-,3.0,0.0,0.0
"Smith, Bailey",R3,bullldogs,BL,19.0,9.0,10.0,0.0,0.0,6.0,4.0,3.0,7.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,80,-,2.0,3.0,0.0
"Treloar, Adam",R3,bullldogs,BL,28.0,15.0,13.0,0.0,1.0,4.0,9.0,5.0,15.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,84,-,5.0,0.0,0.0
"Ugle-Hagan, Jamarra",R3,bullldogs,BL,9.0,5.0,4.0,5.0,0.0,2.0,0.0,1.0,6.0,3.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,75,-,0.0,1.0,0.0
"Vandermeer, Laitham",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Weightman, Cody",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"West, Rhylee",R3,bullldogs,BL,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bailey",R3,bullldogs,BL,17.0,11.0,6.0,1.0,2.0,8.0,2.0,0.0,5.0,12.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,80,-,2.0,0.0,0.0
"Baker, Oskar",R4,bullldogs,RI,20.0,14.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,84,-,5.0,2.0,0.0
"Bontempelli, Marcus",R4,bullldogs,RI,25.0,10.0,15.0,0.0,1.0,1.0,11.0,12.0,17.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,85,-,4.0,6.0,0.0
"Bruce, Josh",R4,bullldogs,RI,14.0,6.0,8.0,0.0,0.0,4.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,100,-,5.0,8.0,0.0
"Crozier, Hayden",R4,bullldogs,RI,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,46,-,1.0,3.0,0.0
"Dale, Bailey",R4,bullldogs,RI,30.0,21.0,9.0,0.0,0.0,7.0,0.0,3.0,11.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,83,-,5.0,7.0,0.0
"Daniel, Caleb",R4,bullldogs,RI,19.0,14.0,5.0,1.0,2.0,5.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79,-,2.0,0.0,2.0
"Darcy, Sam",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Duryea, Taylor",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"English, Tim",R4,bullldogs,RI,20.0,17.0,3.0,2.0,0.0,6.0,3.0,9.0,11.0,9.0,23.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,85,-,4.0,6.0,0.0
"Garcia, Riley",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Gardner, Ryan",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Hannan, Mitch",R4,bullldogs,RI,8.0,5.0,3.0,1.0,2.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,62,On,0.0,2.0,0.0
"Johannisen, Jason",R4,bullldogs,RI,21.0,16.0,5.0,0.0,0.0,6.0,0.0,1.0,5.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,81,-,3.0,2.0,1.0
"Jones, Arthur",R4,bullldogs,RI,9.0,5.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,79,-,4.0,2.0,0.0
"Jones, Liam",R4,bullldogs,RI,7.0,6.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,100,-,3.0,12.0,0.0
"Keath, Alex",R4,bullldogs,RI,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Off,0.0,1.0,0.0
"Liberatore, Tom",R4,bullldogs,RI,23.0,14.0,9.0,2.0,1.0,0.0,7.0,10.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,82,-,1.0,3.0,0.0
"Lobb, Rory",R4,bullldogs,RI,14.0,10.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,10.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,94,-,2.0,7.0,0.0
"Macrae, Jack",R4,bullldogs,RI,21.0,12.0,9.0,1.0,0.0,4.0,2.0,4.0,6.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,74,-,1.0,1.0,0.0
"McComb, Robbie",R4,bullldogs,RI,8.0,5.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,65,-,3.0,1.0,0.0
"McLean, Toby",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"McNeil, Lachlan",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Naughton, Aaron",R4,bullldogs,RI,10.0,6.0,4.0,3.0,0.0,5.0,0.0,0.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,91,-,2.0,4.0,0.0
"OBrien, Tim",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"ODonnell, James",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Richards, Ed",R4,bullldogs,RI,19.0,18.0,1.0,0.0,0.0,8.0,0.0,4.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,90,-,4.0,3.0,1.0
"Scott, Anthony",R4,bullldogs,RI,12.0,9.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,79,-,2.0,1.0,0.0
"Smith, Bailey",R4,bullldogs,RI,24.0,15.0,9.0,0.0,1.0,6.0,5.0,1.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,89,-,4.0,1.0,0.0
"Treloar, Adam",R4,bullldogs,RI,25.0,12.0,13.0,0.0,0.0,0.0,10.0,4.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,81,-,5.0,0.0,0.0
"Ugle-Hagan, Jamarra",R4,bullldogs,RI,12.0,9.0,3.0,0.0,2.0,5.0,0.0,1.0,6.0,6.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,76,-,2.0,1.0,0.0
"Vandermeer, Laitham",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Weightman, Cody",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"West, Rhylee",R4,bullldogs,RI,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bailey",R4,bullldogs,RI,16.0,9.0,7.0,0.0,0.0,7.0,1.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,77,-,1.0,0.0,0.0
"Baker, Oskar",R5,bullldogs,PA,11.0,6.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,81,-,2.0,2.0,0.0
"Bontempelli, Marcus",R5,bullldogs,PA,23.0,12.0,11.0,1.0,0.0,2.0,12.0,7.0,15.0,10.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,0.0,83,-,0.0,5.0,0.0
"Bruce, Josh",R5,bullldogs,PA,8.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,74,Off,3.0,7.0,0.0
"Crozier, Hayden",R5,bullldogs,PA,,,,,,,,,,,,,,,,,,,,,,,
"Dale, Bailey",R5,bullldogs,PA,15.0,10.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,76,-,3.0,1.0,0.0
"Daniel, Caleb",R5,bullldogs,PA,24.0,12.0,12.0,0.0,0.0,2.0,3.0,3.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,82,-,3.0,2.0,0.0
"Darcy, Sam",R5,bullldogs,PA,,,,,,,,,,,,,,,,,,,,,,,
"Duryea, Taylor",R5,bullldogs,PA,8.0,6.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,76,-,4.0,3.0,0.0
"English, Tim",R5,bullldogs,PA,23.0,17.0,6.0,1.0,0.0,6.0,1.0,3.0,11.0,12.0,27.0,0.0,0.0,0.0,3.0,2.0,7.0,3.0,89,-,4.0,5.0,0.0
"Garcia, Riley",R5,bullldogs,PA,,,,,,,,,,,,,,,,,,,,,,,
"Gardner, Ryan",R5,bullldogs,PA,,,,,,,,,,,,,,,,,,,,,,,
"Hannan, Mitch",R5,bullldogs,PA,5.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,71,-,2.0,0.0,0.0
"Johannisen, Jason",R5,bullldogs,PA,28.0,18.0,10.0,0.0,0.0,6.0,0.0,1.0,8.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,82,-,2.0,2.0,0.0
"Jones, Arthur",R5,bullldogs,PA,5.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,75,-,2.0,1.0,0.0
"Jones, Liam",R5,bullldogs,PA,15.0,12.0,3.0,0.0,0.0,5.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,100,-,2.0,10.0,0.0
"Keath, Alex",R5,bullldogs,PA,,,,,,,,,,,,,,,,,,,,,,,
"Liberatore, Tom",R5,bullldogs,PA,27.0,10.0,17.0,0.0,0.0,3.0,5.0,2.0,14.0,14.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,82,-,4.0,1.0,0.0
